====================================================================================================
ANALIZADOR LÉXICO PARA RUBY
====================================================================================================

Usuario: Angelo
Fecha: 26/11/2025 20:11:19
Archivo analizado: temp_codigo.rb
====================================================================================================

TOKENS RECONOCIDOS:
----------------------------------------------------------------------------------------------------
Tipo                      Valor                          Línea      Posición  
PARENTESIS_DER            )                              275        10038     
VARIABLE_LOCAL            tk                             278        10074     
PUNTO                     .                              278        10076     
CONSTANTE                 Label                          278        10077     
PARENTESIS_IZQ            (                              278        10082     
VARIABLE_LOCAL            card                           279        10096     
COMA                      ,                              279        10100     
VARIABLE_LOCAL            text                           280        10114     
ASIGNACION                =                              280        10118     
VARIABLE_LOCAL            titulo                         280        10119     
COMA                      ,                              280        10125     
VARIABLE_LOCAL            font                           281        10139     
ASIGNACION                =                              281        10143     
PARENTESIS_IZQ            (                              281        10144     
STRING                    Segoe UI                       281        10145     
COMA                      ,                              281        10155     
INTEGER                   12                             281        10157     
COMA                      ,                              281        10159     
STRING                    bold                           281        10161     
PARENTESIS_DER            )                              281        10167     
COMA                      ,                              281        10168     
VARIABLE_LOCAL            bg                             282        10182     
ASIGNACION                =                              282        10184     
STRING                    #3d3d5c                        282        10185     
COMA                      ,                              282        10194     
VARIABLE_LOCAL            fg                             283        10208     
ASIGNACION                =                              283        10210     
STRING                    #ffffff                        283        10211     
PARENTESIS_DER            )                              284        10229     
PUNTO                     .                              284        10230     
VARIABLE_LOCAL            pack                           284        10231     
PARENTESIS_IZQ            (                              284        10235     
VARIABLE_LOCAL            pady                           284        10236     
ASIGNACION                =                              284        10240     
PARENTESIS_IZQ            (                              284        10241     
INTEGER                   20                             284        10242     
COMA                      ,                              284        10244     
INTEGER                   10                             284        10246     
PARENTESIS_DER            )                              284        10248     
PARENTESIS_DER            )                              284        10249     
VARIABLE_LOCAL            label                          287        10287     
ASIGNACION                =                              287        10293     
VARIABLE_LOCAL            tk                             287        10295     
PUNTO                     .                              287        10297     
CONSTANTE                 Label                          287        10298     
PARENTESIS_IZQ            (                              287        10303     
VARIABLE_LOCAL            card                           288        10317     
COMA                      ,                              288        10321     
VARIABLE_LOCAL            text                           289        10335     
ASIGNACION                =                              289        10339     
STRING                    0                              289        10340     
COMA                      ,                              289        10343     
VARIABLE_LOCAL            font                           290        10357     
ASIGNACION                =                              290        10361     
PARENTESIS_IZQ            (                              290        10362     
STRING                    Segoe UI                       290        10363     
COMA                      ,                              290        10373     
INTEGER                   48                             290        10375     
COMA                      ,                              290        10377     
STRING                    bold                           290        10379     
PARENTESIS_DER            )                              290        10385     
COMA                      ,                              290        10386     
VARIABLE_LOCAL            bg                             291        10400     
ASIGNACION                =                              291        10402     
STRING                    #3d3d5c                        291        10403     
COMA                      ,                              291        10412     
VARIABLE_LOCAL            fg                             292        10426     
ASIGNACION                =                              292        10428     
VARIABLE_LOCAL            color                          292        10429     
PARENTESIS_DER            )                              293        10443     
VARIABLE_LOCAL            label                          294        10453     
PUNTO                     .                              294        10458     
VARIABLE_LOCAL            pack                           294        10459     
PARENTESIS_IZQ            (                              294        10463     
VARIABLE_LOCAL            pady                           294        10464     
ASIGNACION                =                              294        10468     
PARENTESIS_IZQ            (                              294        10469     
INTEGER                   0                              294        10470     
COMA                      ,                              294        10471     
INTEGER                   20                             294        10473     
PARENTESIS_DER            )                              294        10475     
PARENTESIS_DER            )                              294        10476     
VARIABLE_LOCAL            card                           297        10530     
PUNTO                     .                              297        10534     
VARIABLE_LOCAL            configure                      297        10535     
PARENTESIS_IZQ            (                              297        10544     
VARIABLE_LOCAL            width                          297        10545     
ASIGNACION                =                              297        10550     
INTEGER                   250                            297        10551     
COMA                      ,                              297        10554     
VARIABLE_LOCAL            height                         297        10556     
ASIGNACION                =                              297        10562     
INTEGER                   150                            297        10563     
PARENTESIS_DER            )                              297        10566     
VARIABLE_LOCAL            card                           298        10576     
PUNTO                     .                              298        10580     
VARIABLE_LOCAL            pack_propagate                 298        10581     
PARENTESIS_IZQ            (                              298        10595     
CONSTANTE                 False                          298        10596     
PARENTESIS_DER            )                              298        10601     
RETURN                    return                         300        10620     
VARIABLE_LOCAL            label                          300        10627     
DEF                       def                            302        10646     
VARIABLE_LOCAL            crear_tab_lexico               302        10650     
PARENTESIS_IZQ            (                              302        10666     
VARIABLE_LOCAL            self                           302        10667     
PARENTESIS_DER            )                              302        10671     
DOS_PUNTOS                :                              302        10672     
STRING                                                   303        10682     
STRING                    Crear la pestaña de análisis léxico 303        10684     
STRING                                                   303        10721     
VARIABLE_LOCAL            tab                            304        10732     
ASIGNACION                =                              304        10736     
VARIABLE_LOCAL            tk                             304        10738     
PUNTO                     .                              304        10740     
CONSTANTE                 Frame                          304        10741     
PARENTESIS_IZQ            (                              304        10746     
VARIABLE_LOCAL            self                           304        10747     
PUNTO                     .                              304        10751     
VARIABLE_LOCAL            notebook                       304        10752     
COMA                      ,                              304        10760     
VARIABLE_LOCAL            bg                             304        10762     
ASIGNACION                =                              304        10764     
STRING                    #2d2d44                        304        10765     
PARENTESIS_DER            )                              304        10774     
VARIABLE_LOCAL            self                           305        10784     
PUNTO                     .                              305        10788     
VARIABLE_LOCAL            notebook                       305        10789     
PUNTO                     .                              305        10797     
VARIABLE_LOCAL            add                            305        10798     
PARENTESIS_IZQ            (                              305        10801     
VARIABLE_LOCAL            tab                            305        10802     
COMA                      ,                              305        10805     
VARIABLE_LOCAL            text                           305        10807     
ASIGNACION                =                              305        10811     
STRING                    🔤 Léxico                       305        10812     
PARENTESIS_DER            )                              305        10822     
VARIABLE_LOCAL            self                           307        10841     
PUNTO                     .                              307        10845     
VARIABLE_LOCAL            texto_lexico                   307        10846     
ASIGNACION                =                              307        10859     
VARIABLE_LOCAL            scrolledtext                   307        10861     
PUNTO                     .                              307        10873     
CONSTANTE                 ScrolledText                   307        10874     
PARENTESIS_IZQ            (                              307        10886     
VARIABLE_LOCAL            tab                            308        10900     
COMA                      ,                              308        10903     
VARIABLE_LOCAL            wrap                           309        10917     
ASIGNACION                =                              309        10921     
STRING                    word                           309        10922     
COMA                      ,                              309        10928     
VARIABLE_LOCAL            font                           310        10942     
ASIGNACION                =                              310        10946     
PARENTESIS_IZQ            (                              310        10947     
STRING                    Consolas                       310        10948     
COMA                      ,                              310        10958     
INTEGER                   9                              310        10960     
PARENTESIS_DER            )                              310        10961     
COMA                      ,                              310        10962     
VARIABLE_LOCAL            bg                             311        10976     
ASIGNACION                =                              311        10978     
STRING                    #282a36                        311        10979     
COMA                      ,                              311        10988     
VARIABLE_LOCAL            fg                             312        11002     
ASIGNACION                =                              312        11004     
STRING                    #f8f8f2                        312        11005     
COMA                      ,                              312        11014     
VARIABLE_LOCAL            relief                         313        11028     
ASIGNACION                =                              313        11034     
STRING                    flat                           313        11035     
COMA                      ,                              313        11041     
VARIABLE_LOCAL            padx                           314        11055     
ASIGNACION                =                              314        11059     
INTEGER                   10                             314        11060     
COMA                      ,                              314        11062     
VARIABLE_LOCAL            pady                           315        11076     
ASIGNACION                =                              315        11080     
INTEGER                   10                             315        11081     
PARENTESIS_DER            )                              316        11092     
VARIABLE_LOCAL            self                           317        11102     
PUNTO                     .                              317        11106     
VARIABLE_LOCAL            texto_lexico                   317        11107     
PUNTO                     .                              317        11119     
VARIABLE_LOCAL            pack                           317        11120     
PARENTESIS_IZQ            (                              317        11124     
VARIABLE_LOCAL            fill                           317        11125     
ASIGNACION                =                              317        11129     
STRING                    both                           317        11130     
COMA                      ,                              317        11136     
VARIABLE_LOCAL            expand                         317        11138     
ASIGNACION                =                              317        11144     
CONSTANTE                 True                           317        11145     
COMA                      ,                              317        11149     
VARIABLE_LOCAL            padx                           317        11151     
ASIGNACION                =                              317        11155     
INTEGER                   10                             317        11156     
COMA                      ,                              317        11158     
VARIABLE_LOCAL            pady                           317        11160     
ASIGNACION                =                              317        11164     
INTEGER                   10                             317        11165     
PARENTESIS_DER            )                              317        11167     
DEF                       def                            319        11182     
VARIABLE_LOCAL            crear_tab_sintactico           319        11186     
PARENTESIS_IZQ            (                              319        11206     
VARIABLE_LOCAL            self                           319        11207     
PARENTESIS_DER            )                              319        11211     
DOS_PUNTOS                :                              319        11212     
STRING                                                   320        11222     
STRING                    Crear la pestaña de análisis sintáctico 320        11224     
STRING                                                   320        11265     
VARIABLE_LOCAL            tab                            321        11276     
ASIGNACION                =                              321        11280     
VARIABLE_LOCAL            tk                             321        11282     
PUNTO                     .                              321        11284     
CONSTANTE                 Frame                          321        11285     
PARENTESIS_IZQ            (                              321        11290     
VARIABLE_LOCAL            self                           321        11291     
PUNTO                     .                              321        11295     
VARIABLE_LOCAL            notebook                       321        11296     
COMA                      ,                              321        11304     
VARIABLE_LOCAL            bg                             321        11306     
ASIGNACION                =                              321        11308     
STRING                    #2d2d44                        321        11309     
PARENTESIS_DER            )                              321        11318     
VARIABLE_LOCAL            self                           322        11328     
PUNTO                     .                              322        11332     
VARIABLE_LOCAL            notebook                       322        11333     
PUNTO                     .                              322        11341     
VARIABLE_LOCAL            add                            322        11342     
PARENTESIS_IZQ            (                              322        11345     
VARIABLE_LOCAL            tab                            322        11346     
COMA                      ,                              322        11349     
VARIABLE_LOCAL            text                           322        11351     
ASIGNACION                =                              322        11355     
STRING                    🔧 Sintáctico                   322        11356     
PARENTESIS_DER            )                              322        11370     
VARIABLE_LOCAL            self                           324        11389     
PUNTO                     .                              324        11393     
VARIABLE_LOCAL            texto_sintactico               324        11394     
ASIGNACION                =                              324        11411     
VARIABLE_LOCAL            scrolledtext                   324        11413     
PUNTO                     .                              324        11425     
CONSTANTE                 ScrolledText                   324        11426     
PARENTESIS_IZQ            (                              324        11438     
VARIABLE_LOCAL            tab                            325        11452     
COMA                      ,                              325        11455     
VARIABLE_LOCAL            wrap                           326        11469     
ASIGNACION                =                              326        11473     
STRING                    word                           326        11474     
COMA                      ,                              326        11480     
VARIABLE_LOCAL            font                           327        11494     
ASIGNACION                =                              327        11498     
PARENTESIS_IZQ            (                              327        11499     
STRING                    Consolas                       327        11500     
COMA                      ,                              327        11510     
INTEGER                   9                              327        11512     
PARENTESIS_DER            )                              327        11513     
COMA                      ,                              327        11514     
VARIABLE_LOCAL            bg                             328        11528     
ASIGNACION                =                              328        11530     
STRING                    #282a36                        328        11531     
COMA                      ,                              328        11540     
VARIABLE_LOCAL            fg                             329        11554     
ASIGNACION                =                              329        11556     
STRING                    #f8f8f2                        329        11557     
COMA                      ,                              329        11566     
VARIABLE_LOCAL            relief                         330        11580     
ASIGNACION                =                              330        11586     
STRING                    flat                           330        11587     
COMA                      ,                              330        11593     
VARIABLE_LOCAL            padx                           331        11607     
ASIGNACION                =                              331        11611     
INTEGER                   10                             331        11612     
COMA                      ,                              331        11614     
VARIABLE_LOCAL            pady                           332        11628     
ASIGNACION                =                              332        11632     
INTEGER                   10                             332        11633     
PARENTESIS_DER            )                              333        11644     
VARIABLE_LOCAL            self                           334        11654     
PUNTO                     .                              334        11658     
VARIABLE_LOCAL            texto_sintactico               334        11659     
PUNTO                     .                              334        11675     
VARIABLE_LOCAL            pack                           334        11676     
PARENTESIS_IZQ            (                              334        11680     
VARIABLE_LOCAL            fill                           334        11681     
ASIGNACION                =                              334        11685     
STRING                    both                           334        11686     
COMA                      ,                              334        11692     
VARIABLE_LOCAL            expand                         334        11694     
ASIGNACION                =                              334        11700     
CONSTANTE                 True                           334        11701     
COMA                      ,                              334        11705     
VARIABLE_LOCAL            padx                           334        11707     
ASIGNACION                =                              334        11711     
INTEGER                   10                             334        11712     
COMA                      ,                              334        11714     
VARIABLE_LOCAL            pady                           334        11716     
ASIGNACION                =                              334        11720     
INTEGER                   10                             334        11721     
PARENTESIS_DER            )                              334        11723     
DEF                       def                            336        11738     
VARIABLE_LOCAL            crear_tab_semantico            336        11742     
PARENTESIS_IZQ            (                              336        11761     
VARIABLE_LOCAL            self                           336        11762     
PARENTESIS_DER            )                              336        11766     
DOS_PUNTOS                :                              336        11767     
STRING                                                   337        11777     
STRING                    Crear la pestaña de análisis semántico 337        11779     
STRING                                                   337        11819     
VARIABLE_LOCAL            tab                            338        11830     
ASIGNACION                =                              338        11834     
VARIABLE_LOCAL            tk                             338        11836     
PUNTO                     .                              338        11838     
CONSTANTE                 Frame                          338        11839     
PARENTESIS_IZQ            (                              338        11844     
VARIABLE_LOCAL            self                           338        11845     
PUNTO                     .                              338        11849     
VARIABLE_LOCAL            notebook                       338        11850     
COMA                      ,                              338        11858     
VARIABLE_LOCAL            bg                             338        11860     
ASIGNACION                =                              338        11862     
STRING                    #2d2d44                        338        11863     
PARENTESIS_DER            )                              338        11872     
VARIABLE_LOCAL            self                           339        11882     
PUNTO                     .                              339        11886     
VARIABLE_LOCAL            notebook                       339        11887     
PUNTO                     .                              339        11895     
VARIABLE_LOCAL            add                            339        11896     
PARENTESIS_IZQ            (                              339        11899     
VARIABLE_LOCAL            tab                            339        11900     
COMA                      ,                              339        11903     
VARIABLE_LOCAL            text                           339        11905     
ASIGNACION                =                              339        11909     
STRING                    🧠 Semántico                    339        11910     
PARENTESIS_DER            )                              339        11923     
VARIABLE_LOCAL            self                           341        11942     
PUNTO                     .                              341        11946     
VARIABLE_LOCAL            texto_semantico                341        11947     
ASIGNACION                =                              341        11963     
VARIABLE_LOCAL            scrolledtext                   341        11965     
PUNTO                     .                              341        11977     
CONSTANTE                 ScrolledText                   341        11978     
PARENTESIS_IZQ            (                              341        11990     
VARIABLE_LOCAL            tab                            342        12004     
COMA                      ,                              342        12007     
VARIABLE_LOCAL            wrap                           343        12021     
ASIGNACION                =                              343        12025     
STRING                    word                           343        12026     
COMA                      ,                              343        12032     
VARIABLE_LOCAL            font                           344        12046     
ASIGNACION                =                              344        12050     
PARENTESIS_IZQ            (                              344        12051     
STRING                    Consolas                       344        12052     
COMA                      ,                              344        12062     
INTEGER                   9                              344        12064     
PARENTESIS_DER            )                              344        12065     
COMA                      ,                              344        12066     
VARIABLE_LOCAL            bg                             345        12080     
ASIGNACION                =                              345        12082     
STRING                    #282a36                        345        12083     
COMA                      ,                              345        12092     
VARIABLE_LOCAL            fg                             346        12106     
ASIGNACION                =                              346        12108     
STRING                    #f8f8f2                        346        12109     
COMA                      ,                              346        12118     
VARIABLE_LOCAL            relief                         347        12132     
ASIGNACION                =                              347        12138     
STRING                    flat                           347        12139     
COMA                      ,                              347        12145     
VARIABLE_LOCAL            padx                           348        12159     
ASIGNACION                =                              348        12163     
INTEGER                   10                             348        12164     
COMA                      ,                              348        12166     
VARIABLE_LOCAL            pady                           349        12180     
ASIGNACION                =                              349        12184     
INTEGER                   10                             349        12185     
PARENTESIS_DER            )                              350        12196     
VARIABLE_LOCAL            self                           351        12206     
PUNTO                     .                              351        12210     
VARIABLE_LOCAL            texto_semantico                351        12211     
PUNTO                     .                              351        12226     
VARIABLE_LOCAL            pack                           351        12227     
PARENTESIS_IZQ            (                              351        12231     
VARIABLE_LOCAL            fill                           351        12232     
ASIGNACION                =                              351        12236     
STRING                    both                           351        12237     
COMA                      ,                              351        12243     
VARIABLE_LOCAL            expand                         351        12245     
ASIGNACION                =                              351        12251     
CONSTANTE                 True                           351        12252     
COMA                      ,                              351        12256     
VARIABLE_LOCAL            padx                           351        12258     
ASIGNACION                =                              351        12262     
INTEGER                   10                             351        12263     
COMA                      ,                              351        12265     
VARIABLE_LOCAL            pady                           351        12267     
ASIGNACION                =                              351        12271     
INTEGER                   10                             351        12272     
PARENTESIS_DER            )                              351        12274     
DEF                       def                            353        12289     
VARIABLE_LOCAL            crear_tab_tabla_simbolos       353        12293     
PARENTESIS_IZQ            (                              353        12317     
VARIABLE_LOCAL            self                           353        12318     
PARENTESIS_DER            )                              353        12322     
DOS_PUNTOS                :                              353        12323     
STRING                                                   354        12333     
STRING                    Crear la pestaña de tabla de símbolos 354        12335     
STRING                                                   354        12374     
VARIABLE_LOCAL            tab                            355        12385     
ASIGNACION                =                              355        12389     
VARIABLE_LOCAL            tk                             355        12391     
PUNTO                     .                              355        12393     
CONSTANTE                 Frame                          355        12394     
PARENTESIS_IZQ            (                              355        12399     
VARIABLE_LOCAL            self                           355        12400     
PUNTO                     .                              355        12404     
VARIABLE_LOCAL            notebook                       355        12405     
COMA                      ,                              355        12413     
VARIABLE_LOCAL            bg                             355        12415     
ASIGNACION                =                              355        12417     
STRING                    #2d2d44                        355        12418     
PARENTESIS_DER            )                              355        12427     
VARIABLE_LOCAL            self                           356        12437     
PUNTO                     .                              356        12441     
VARIABLE_LOCAL            notebook                       356        12442     
PUNTO                     .                              356        12450     
VARIABLE_LOCAL            add                            356        12451     
PARENTESIS_IZQ            (                              356        12454     
VARIABLE_LOCAL            tab                            356        12455     
COMA                      ,                              356        12458     
VARIABLE_LOCAL            text                           356        12460     
ASIGNACION                =                              356        12464     
STRING                    📋 Tabla de Símbolos            356        12465     
PARENTESIS_DER            )                              356        12486     
VARIABLE_LOCAL            self                           358        12505     
PUNTO                     .                              358        12509     
VARIABLE_LOCAL            texto_tabla                    358        12510     
ASIGNACION                =                              358        12522     
VARIABLE_LOCAL            scrolledtext                   358        12524     
PUNTO                     .                              358        12536     
CONSTANTE                 ScrolledText                   358        12537     
PARENTESIS_IZQ            (                              358        12549     
VARIABLE_LOCAL            tab                            359        12563     
COMA                      ,                              359        12566     
VARIABLE_LOCAL            wrap                           360        12580     
ASIGNACION                =                              360        12584     
STRING                    word                           360        12585     
COMA                      ,                              360        12591     
VARIABLE_LOCAL            font                           361        12605     
ASIGNACION                =                              361        12609     
PARENTESIS_IZQ            (                              361        12610     
STRING                    Consolas                       361        12611     
COMA                      ,                              361        12621     
INTEGER                   9                              361        12623     
PARENTESIS_DER            )                              361        12624     
COMA                      ,                              361        12625     
VARIABLE_LOCAL            bg                             362        12639     
ASIGNACION                =                              362        12641     
STRING                    #282a36                        362        12642     
COMA                      ,                              362        12651     
VARIABLE_LOCAL            fg                             363        12665     
ASIGNACION                =                              363        12667     
STRING                    #f8f8f2                        363        12668     
COMA                      ,                              363        12677     
VARIABLE_LOCAL            relief                         364        12691     
ASIGNACION                =                              364        12697     
STRING                    flat                           364        12698     
COMA                      ,                              364        12704     
VARIABLE_LOCAL            padx                           365        12718     
ASIGNACION                =                              365        12722     
INTEGER                   10                             365        12723     
COMA                      ,                              365        12725     
VARIABLE_LOCAL            pady                           366        12739     
ASIGNACION                =                              366        12743     
INTEGER                   10                             366        12744     
PARENTESIS_DER            )                              367        12755     
VARIABLE_LOCAL            self                           368        12765     
PUNTO                     .                              368        12769     
VARIABLE_LOCAL            texto_tabla                    368        12770     
PUNTO                     .                              368        12781     
VARIABLE_LOCAL            pack                           368        12782     
PARENTESIS_IZQ            (                              368        12786     
VARIABLE_LOCAL            fill                           368        12787     
ASIGNACION                =                              368        12791     
STRING                    both                           368        12792     
COMA                      ,                              368        12798     
VARIABLE_LOCAL            expand                         368        12800     
ASIGNACION                =                              368        12806     
CONSTANTE                 True                           368        12807     
COMA                      ,                              368        12811     
VARIABLE_LOCAL            padx                           368        12813     
ASIGNACION                =                              368        12817     
INTEGER                   10                             368        12818     
COMA                      ,                              368        12820     
VARIABLE_LOCAL            pady                           368        12822     
ASIGNACION                =                              368        12826     
INTEGER                   10                             368        12827     
PARENTESIS_DER            )                              368        12829     
DEF                       def                            370        12844     
VARIABLE_LOCAL            crear_footer                   370        12848     
PARENTESIS_IZQ            (                              370        12860     
VARIABLE_LOCAL            self                           370        12861     
PARENTESIS_DER            )                              370        12865     
DOS_PUNTOS                :                              370        12866     
STRING                                                   371        12876     
STRING                    Crear el pie de página con estado 371        12878     
STRING                                                   371        12913     
VARIABLE_LOCAL            footer                         372        12924     
ASIGNACION                =                              372        12931     
VARIABLE_LOCAL            tk                             372        12933     
PUNTO                     .                              372        12935     
CONSTANTE                 Frame                          372        12936     
PARENTESIS_IZQ            (                              372        12941     
VARIABLE_LOCAL            self                           372        12942     
PUNTO                     .                              372        12946     
VARIABLE_LOCAL            root                           372        12947     
COMA                      ,                              372        12951     
VARIABLE_LOCAL            bg                             372        12953     
ASIGNACION                =                              372        12955     
STRING                    #2d2d44                        372        12956     
COMA                      ,                              372        12965     
VARIABLE_LOCAL            height                         372        12967     
ASIGNACION                =                              372        12973     
INTEGER                   40                             372        12974     
PARENTESIS_DER            )                              372        12976     
VARIABLE_LOCAL            footer                         373        12986     
PUNTO                     .                              373        12992     
VARIABLE_LOCAL            pack                           373        12993     
PARENTESIS_IZQ            (                              373        12997     
VARIABLE_LOCAL            fill                           373        12998     
ASIGNACION                =                              373        13002     
STRING                    x                              373        13003     
COMA                      ,                              373        13006     
VARIABLE_LOCAL            padx                           373        13008     
ASIGNACION                =                              373        13012     
INTEGER                   10                             373        13013     
COMA                      ,                              373        13015     
VARIABLE_LOCAL            pady                           373        13017     
ASIGNACION                =                              373        13021     
PARENTESIS_IZQ            (                              373        13022     
INTEGER                   0                              373        13023     
COMA                      ,                              373        13024     
INTEGER                   10                             373        13026     
PARENTESIS_DER            )                              373        13028     
PARENTESIS_DER            )                              373        13029     
VARIABLE_LOCAL            footer                         374        13039     
PUNTO                     .                              374        13045     
VARIABLE_LOCAL            pack_propagate                 374        13046     
PARENTESIS_IZQ            (                              374        13060     
CONSTANTE                 False                          374        13061     
PARENTESIS_DER            )                              374        13066     
VARIABLE_LOCAL            self                           376        13085     
PUNTO                     .                              376        13089     
VARIABLE_LOCAL            estado_label                   376        13090     
ASIGNACION                =                              376        13103     
VARIABLE_LOCAL            tk                             376        13105     
PUNTO                     .                              376        13107     
CONSTANTE                 Label                          376        13108     
PARENTESIS_IZQ            (                              376        13113     
VARIABLE_LOCAL            footer                         377        13127     
COMA                      ,                              377        13133     
VARIABLE_LOCAL            text                           378        13147     
ASIGNACION                =                              378        13151     
STRING                    ⏳ Esperando análisis...        378        13152     
COMA                      ,                              378        13177     
VARIABLE_LOCAL            font                           379        13191     
ASIGNACION                =                              379        13195     
PARENTESIS_IZQ            (                              379        13196     
STRING                    Segoe UI                       379        13197     
